listing_id,adjusted_price_original,available,neighbourhood,property_type,amenities,number_of_reviews,review_scores_rating,amenities,cancellation_policy,adjusted_price_sum,precio_rango
30319778,9227,f,Puerto Madero,Serviced apartment,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",1,100.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",strict_14_with_grace_period,3359205.0,3647810
42787608,9293,f,Colegiales,Loft,"{Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Heating,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Patio or balcony""}",0,,"{Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Heating,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Patio or balcony""}",flexible,3345480.0,3647810
25070998,7900,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Luggage dropoff allowed"",""Host greets you""}",21,96.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Luggage dropoff allowed"",""Host greets you""}",moderate,3233910.0,3647810
39352798,8629,f,Retiro,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Essentials,Iron,""Private entrance"",""Hot water""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Essentials,Iron,""Private entrance"",""Hot water""}",flexible,3149585.0,3647810
11419093,8629,f,Palermo,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",flexible,3149585.0,3647810
35449162,7966,f,Retiro,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",flexible,3034223.0,3647810
39786968,8297,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",0,,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",strict_14_with_grace_period,3028405.0,3647810
38669507,7634,f,Palermo,Serviced apartment,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",""Pets allowed"",Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",0,,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",""Pets allowed"",Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",strict_14_with_grace_period,2924418.0,3647810
42361067,7966,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,Essentials,Hangers,Oven}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,Essentials,Hangers,Oven}",flexible,2907590.0,3647810
126852,7966,f,Puerto Madero,Apartment,{},0,,{},strict_14_with_grace_period,2907590.0,3647810
849551,7966,f,Recoleta,Apartment,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,Heating,""Family/kid friendly""}",0,,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,Heating,""Family/kid friendly""}",moderate,2907590.0,3647810
3488682,7966,f,Palermo,Apartment,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Fire extinguisher"",Essentials}",1,,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Fire extinguisher"",Essentials}",flexible,2907590.0,3647810
38936188,7965,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",flexible,2907225.0,3647810
26809333,4447,f,Palermo,Condominium,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Paid parking on premises""}",6,100.0,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Paid parking on premises""}",moderate,2906607.0,3647810
42528434,9293,f,Palermo,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Long term stays allowed"",Beachfront,""Shower gel"",""Trash can""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Long term stays allowed"",Beachfront,""Shower gel"",""Trash can""}",flexible,2890974.0,3647810
11965321,7700,f,Palermo,Condominium,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you""}",39,99.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you""}",strict_14_with_grace_period,2810500.0,3647810
20467046,9957,f,Monserrat,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Essentials,Hangers,""Hair dryer"",Iron,""Private living room"",""Private entrance"",""Hot water"",""Long term stays allowed"",""Host greets you""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Essentials,Hangers,""Hair dryer"",Iron,""Private living room"",""Private entrance"",""Hot water"",""Long term stays allowed"",""Host greets you""}",flexible,2807874.0,3647810
29387312,9957,f,Retiro,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Hot tub"",Heating,Washer,""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Hot tub"",Heating,Washer,""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",flexible,2807874.0,3647810
5660229,9957,f,Belgrano,Apartment,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials}",0,,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials}",flexible,2807874.0,3647810
22063393,9957,f,Villa Ortúzar,Loft,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,Washer,Essentials,Hangers,""Hot water"",Microwave,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,Washer,Essentials,Hangers,""Hot water"",Microwave,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony""}",flexible,2807874.0,3647810
31403046,9957,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Hot tub"",Heating,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Hot tub"",Heating,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",flexible,2768046.0,2800000
39871408,9957,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Elevator,Heating,Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Refrigerator}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Elevator,Heating,Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Refrigerator}",flexible,2768046.0,2800000
30372551,9957,f,Puerto Madero,Apartment,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",0,,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",flexible,2758089.0,2800000
37881086,9957,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water""}",flexible,2758089.0,2800000
28858488,9957,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Hot tub"",Heating,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Hot tub"",Heating,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",flexible,2758089.0,2800000
22434940,8961,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron}",1,100.0,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron}",strict_14_with_grace_period,2757093.0,2800000
17298841,7235,f,Palermo,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Hot tub"",Heating,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""BBQ grill"",""Patio or balcony"",""Long term stays allowed""}",12,91.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Hot tub"",Heating,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""BBQ grill"",""Patio or balcony"",""Long term stays allowed""}",strict_14_with_grace_period,2751223.0,2800000
41237512,9957,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",0,,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",flexible,2748132.0,2800000
14469687,9957,f,Palermo,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Private living room"",""Host greets you""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Private living room"",""Host greets you""}",flexible,2748132.0,2800000
16066857,9957,f,Palermo,Condominium,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",0,,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",strict_14_with_grace_period,2748132.0,2800000
19327649,9957,f,Retiro,Apartment,"{TV,Wifi,Kitchen,Elevator,Heating,Washer,""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance""}",0,,"{TV,Wifi,Kitchen,Elevator,Heating,Washer,""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance""}",strict_14_with_grace_period,2748132.0,2800000
39353543,9957,f,Retiro,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Hot tub"",Heating,Washer,Essentials,""Hair dryer"",Iron,""Private entrance"",""Hot water""}",1,,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Hot tub"",Heating,Washer,Essentials,""Hair dryer"",Iron,""Private entrance"",""Hot water""}",flexible,2748132.0,2800000
19736456,9957,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",flexible,2748132.0,2800000
41371629,9957,f,Recoleta,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Hot tub"",Heating,Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Baking sheet"",""Barbecue utensils"",""Trash can""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Hot tub"",Heating,Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Baking sheet"",""Barbecue utensils"",""Trash can""}",strict_14_with_grace_period,2748132.0,2800000
18225367,9957,f,Recoleta,Condominium,"{TV,Wifi,""Air conditioning"",""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Shampoo,""Lock on bedroom door"",Hangers,Iron,""translation missing: en.hosting_amenity_50""}",1,100.0,"{TV,Wifi,""Air conditioning"",""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Shampoo,""Lock on bedroom door"",Hangers,Iron,""translation missing: en.hosting_amenity_50""}",flexible,2748132.0,2800000
34682319,9957,f,San Nicolás,Apartment,"{TV,Wifi,Gym,""Hot tub"",Essentials,""Hot water"",""Host greets you""}",0,,"{TV,Wifi,Gym,""Hot tub"",Essentials,""Hot water"",""Host greets you""}",strict_14_with_grace_period,2748132.0,2800000
34682320,9957,f,San Nicolás,Apartment,"{TV,Wifi,Gym,""Hot tub"",Essentials,Refrigerator,""Host greets you""}",0,,"{TV,Wifi,Gym,""Hot tub"",Essentials,Refrigerator,""Host greets you""}",strict_14_with_grace_period,2748132.0,2800000
